Index,Data_Type,Cluster_Label,Silhouette_Score
RPS28,Train,0,0.9238627320018635
LHX9,Train,0,0.9466495529731624
AC112722.1,Train,0,0.9440411135154915
LPGAT1-AS1,Train,0,0.9468337230689403
ZBTB46-AS1,Train,0,0.9479251439012343
EPRS,Train,0,0.8929907508654978
PYROXD2,Train,0,0.9380380353539751
CCNE1,Train,0,0.9474324200039752
AC005772.1,Train,0,0.946383424614346
NR4A2,Train,0,0.8673585259193407
TPGS1,Train,0,0.9464014733546047
AC092745.4,Train,0,0.9474847498555712
AC074286.1,Train,0,0.9479689083653693
MTMR11,Train,0,0.9437977076517504
AL359813.1,Train,0,0.9471912977610466
AP000766.1,Train,0,0.946970588988759
RBM8A,Train,0,0.9445462221622922
PTP4A2,Train,0,0.7145466930231402
AC021088.1,Train,0,0.9463907424352942
IGDCC4,Train,0,0.9440978594262699
AC053545.1,Train,0,0.9479417965284851
C5orf47,Train,0,0.9475277680629346
FLCN,Train,0,0.9135815724592907
AL627443.1,Train,0,0.946486959531107
FAAP20,Train,0,0.9319937251216489
MIR5689HG,Train,0,0.9464526604579973
CEACAM3,Train,0,0.9464017665229925
ARPC3,Train,0,0.8889601700482869
GSTM2,Train,0,0.9448744400822129
DNAJB7,Train,0,0.9472661947246549
FZD1,Train,0,0.9383804860954241
ERP27,Train,0,0.9477917628923263
AL158152.1,Train,0,0.7539595141476668
NSUN4,Train,0,0.8952709547631936
EPHA6,Train,0,0.9287401926032223
SIPA1,Train,0,0.9479243603901103
AC092794.2,Train,0,0.9467682382321816
AC011586.1,Train,0,0.9463673171786647
MRPL16,Train,0,0.9465338099745094
AC067852.5,Train,0,0.9473546367381296
NNMT,Train,0,0.6307047578748874
FNBP4,Train,0,0.23476828107017325
PITRM1,Train,0,0.9220397955598307
CCDC62,Train,0,0.9481762251519119
AC145207.1,Train,0,0.9467881577364239
RFPL4A,Train,0,0.9463770697269367
TOM1L1,Train,0,0.4514108318852318
GABRE,Train,0,0.9353561789253397
MRPL22,Train,0,0.9415316759009624
C20orf203,Train,0,0.9476849704928777
CRISPLD1,Train,0,0.9466684326106759
FNBP1L,Train,1,0.49488621106826947
HEATR6,Train,0,0.9397245752740513
FCGR2A,Train,0,0.947459614842341
MPHOSPH9,Train,0,0.822840383445775
AC110597.1,Train,0,0.9471144503330517
HTR4,Train,0,0.9479594699534641
GFM1,Train,0,0.9033315465213725
SNX8,Train,0,0.8612803839060007
SMAD5-AS1,Train,0,0.9464788687540409
FOXQ1,Train,0,0.9474716613018723
TMIGD1,Train,0,0.9470440291128862
ARR3,Train,0,0.947186979056715
AC027290.1,Train,0,0.9468685186326109
ZNF736,Train,0,0.835169522741677
DYRK1A,Train,1,0.5121050323543958
LGALS7,Train,0,0.9463880299309149
SLC26A8,Train,0,0.948117559635625
MALSU1,Train,0,0.9253988433390311
AC090945.1,Train,0,0.9004815710394573
MFSD8,Train,0,0.8731248132251288
SLC31A2,Train,0,0.9468710293187202
NR1I3,Train,0,0.9472660066948724
SLC10A5,Train,0,0.9477534693221377
SMIM9,Train,0,0.9465386817681785
MKLN1-AS,Train,0,0.9465707275681092
SERBP1,Train,0,0.8396927809540943
AC119427.1,Train,0,0.946828098088876
EFCAB8,Train,0,0.9478422716357557
AC008957.1,Train,0,0.9474127559558674
IL18,Train,0,0.6620850569276049
SRP19,Train,0,0.9014126846714671
AC131391.1,Train,0,0.9476406155535171
HLA-DPB1,Train,0,0.9427925487180185
COL21A1,Train,0,0.9389714125381632
GTPBP8,Train,0,0.9431214662459224
DPYS,Train,0,0.6148824674575216
SASH3,Train,0,0.9479513247331229
ARPC2,Train,0,0.6964716876892789
PPP1R18,Train,0,0.9469591657929741
LINC01589,Train,0,0.9464987843513942
GRAPL,Train,0,0.9475728727325655
HERC4,Train,1,0.494012891889914
BSN-DT,Train,0,0.9468829710640576
ABHD1,Train,0,0.9477404347702654
DLGAP5,Train,0,0.9470000385528851
SH3GL1,Train,0,0.8599187239500606
MEIG1,Train,0,0.947425240579901
SLC9A3-AS1,Train,0,0.9014320506644494
LINC01151,Train,0,0.9474405708602607
TMC2,Train,0,0.9476920041899415
AC027279.2,Train,0,0.9464167178821212
AL031726.1,Train,0,0.9466529185992554
NIT1,Train,0,0.9411800394913883
CNTN5,Train,0,0.9300531597840308
C8orf88,Train,0,0.9481913366602346
RBM48,Train,0,0.9463229726682449
GCC1,Train,0,0.9481580360833707
AC004257.1,Train,0,0.9467590531827049
RAB8A,Train,0,0.946745125452183
AIMP2,Train,0,0.9416566471865949
TBL1XR1,Train,1,0.48870781610290875
AL031289.1,Train,0,0.9476316332344433
AL023803.1,Train,0,0.9465438301935469
KCTD11,Train,0,0.9480292559669273
AL136040.2,Train,0,0.9466906244912243
TNKS1BP1,Train,0,0.8981268454205249
GOLGA8N,Train,0,0.9451599019259289
MAX,Train,0,0.8161946949514506
SOCS7,Train,0,0.8988019053450051
AP001462.1,Train,0,0.948128348328054
VPS33A,Train,0,0.9284620906921619
AC080162.1,Train,0,0.945986811201638
CAMK1G,Train,0,0.947173306353936
AC104561.1,Train,0,0.9468650163663366
AL353194.1,Train,0,0.9481448864142958
VWA3A,Train,0,0.9477457848724604
MED23,Train,0,0.8300513865448387
CTNNA1,Train,1,0.5209968650758848
AL161851.2,Train,0,0.9464006148878804
RNF141,Train,0,0.9423169393921076
STX17,Train,0,0.8008743956629563
AC087473.1,Train,0,0.9478839326561095
AC105219.1,Train,0,0.9481201730416318
BX664727.3,Train,0,0.9471888344797857
AL139124.1,Train,0,0.9464282731529864
ST6GALNAC4,Train,0,0.9481358665723941
FADD,Train,0,0.9479340588545468
AK6,Train,0,0.941450664263851
ROR1,Train,0,0.19367478564174262
AC016245.1,Train,0,0.9470411221368775
HK2,Train,0,0.9354548879739046
GALNT10,Train,0,0.6023638466110754
ARHGAP26-AS1,Train,0,0.9463235040822469
AC007378.1,Train,0,0.9473665479942239
COL6A2,Train,0,0.8559791354513987
SPICE1,Train,0,0.8541855107852169
RBFOX3,Train,0,0.947946330446307
SFRP2,Train,0,0.9297403736843208
WDR27,Train,0,0.5700171437339042
AC064852.1,Train,0,0.9475900676085158
AC100861.2,Train,0,0.9468926397139104
PPP1R3E,Train,0,0.9372221091142392
IFT122,Train,0,0.8390832732180215
PRMT8,Train,0,0.9478231424352366
LINC02611,Train,0,0.9474137514998213
AC005920.2,Train,0,0.934199289437307
AP005901.5,Train,0,0.94665362911058
MORN1,Train,0,0.9111635466922022
RTN4RL1,Train,0,0.9464300077353418
AC087762.1,Train,0,0.7171535009246266
GGH,Train,0,0.946148703672116
DGKA,Train,0,0.9448213316082386
CES2,Train,0,0.9193446729915636
S100A6,Train,0,0.5976110087930157
AP001429.1,Train,0,0.9469987171631493
MYLK-AS1,Train,0,0.9427556040594995
CAPZA2,Train,0,0.6055716252378591
NUDT11,Train,0,0.9464863270196524
AL390061.1,Train,0,0.9464347732110787
LSM5,Train,0,0.9462464572655358
AL807757.2,Train,0,0.9471421812059745
SCO1,Train,0,0.9339831221604474
AC008786.1,Train,0,0.9463875467560032
AC242842.1,Train,0,0.9470378344677122
AC026333.4,Train,0,0.9469953343171811
AC022558.3,Train,0,0.9464507673809917
IFITM3,Train,0,0.9399831754407881
AC068580.3,Train,0,0.9465480948485733
AC007100.2,Train,0,0.9463676689181846
AL354760.1,Train,0,0.946514840017532
ZFY,Train,0,0.9164875232250792
DBNDD2,Train,0,0.9479855216289884
REM1,Train,0,0.9470254269194511
PFKFB2,Train,0,0.8795506755863614
LINC02595,Train,0,0.9481241603220754
NAPA-AS1,Train,0,0.9459440142467148
ERCC1,Train,0,0.9141840784577351
TNRC18,Train,1,-0.024820678356316617
TUBA4A,Train,0,0.9469725745822665
AL353572.4,Train,0,0.9474089670185272
CHMP3,Train,0,0.7919658775113328
AC010889.1,Train,0,0.9471053545595781
LINC01315,Train,0,0.9476029147652082
CNTROB,Train,0,0.941119131370642
AC006230.1,Train,0,0.8956396862183803
TMEM104,Train,0,0.9447592157654339
DCBLD1,Train,0,0.923194657797844
PACS1,Train,1,0.45991082065269306
PCBP1,Train,0,0.9242286060810799
NR2F1,Train,0,0.8796698210206654
LRRC24,Train,0,0.9480505968195508
AP001033.3,Train,0,0.9464062028040028
WWC2-AS2,Train,0,0.9468419172700637
AC012435.3,Train,0,0.9476974803111352
CXorf58,Train,0,0.9475539720069569
EIF4E2,Train,0,0.9111596767087946
AP003973.4,Train,0,0.9464487570028915
NEURL4,Train,0,0.941579296681367
CARMN,Train,0,0.8024084372032986
POTEI,Train,0,0.9465560995493181
MCM2,Train,0,0.9475193760251361
AC005954.2,Train,0,0.9464400023409902
AC005546.1,Train,0,0.9466866049834717
HRCT1,Train,0,0.9474736567144258
RNF11,Train,0,0.8437184021411731
AL445685.1,Train,0,0.9477157817705752
TDO2,Train,0,0.9467658421736318
PRR29,Train,0,0.9474385064564155
AC072062.1,Train,0,0.9479161413314426
SLC35G6,Train,0,0.9463551213190864
SLC12A8,Train,0,0.8997558477914799
MCMBP,Train,0,0.9090043166301661
SSX2IP,Train,0,0.9033520563723011
ASH1L,Train,1,0.4920766541949744
LINC01990,Train,0,0.9476523920149786
TADA2B,Train,0,0.9470142872721655
ANGEL1,Train,0,0.9261159368781731
KIF1BP,Train,0,0.9331915437494839
AL096709.1,Train,0,0.9475491658835358
SPATA6L,Train,0,0.7468606957656581
CITED4,Train,0,0.9407149197546831
AL589745.1,Train,0,0.9477557070416707
ZNF737,Train,0,0.8748358987325927
POU2AF1,Train,0,0.9480951706878549
LINC00448,Train,0,0.9465673669292952
AC116158.1,Train,0,0.9471151348662578
CHL1,Train,0,0.516762698639868
METTL4,Train,0,0.9310499828942761
GABRA4,Train,0,0.9465039898493486
PHF23,Train,0,0.9469160681496996
RAMP2-AS1,Train,0,0.947903814356147
UBA3,Train,0,0.887923458586244
LILRA5,Train,0,0.9471440058671865
AC012078.2,Train,0,0.948024076087547
LINC02375,Train,0,0.9464138008187958
ANP32E,Train,0,0.9395099528478471
PDLIM4,Train,0,0.9471548092452581
SCN4B,Train,0,0.9471149945271667
NDUFA10,Train,0,0.7340114141296546
AFAP1-AS1,Train,0,0.9472366298337476
AP000317.1,Train,0,0.9224555674222729
GRB10,Train,1,0.23839146730766586
TSPEAR,Train,0,0.9477150643247523
AC104532.2,Train,0,0.9469576549519364
ZDHHC11B,Train,0,0.9441136706129639
RNASE4,Train,0,0.9472275773796258
AL358933.1,Train,0,0.9464119844814526
AC004156.1,Train,0,0.9473635575312938
LRRC10B,Train,0,0.9469100270158933
PRKD2,Train,0,0.861209145060215
ITGA6,Train,0,0.26215421266986444
APCDD1L,Train,0,0.939140270321343
KATNAL1,Train,0,0.8238663737138741
SESN3,Train,0,0.7379015441673302
PWRN1,Train,0,0.18397611149880247
BTBD6,Train,0,0.9475389465939834
LINC02363,Train,0,0.9472215863443224
SLC35D1,Train,0,0.8074745578521955
ACVR2B-AS1,Train,0,0.9472009105330783
LRRFIP2,Train,1,0.44639449862412506
SYNE4,Train,0,0.9473769837998641
AC091057.6,Train,0,0.947440399986119
STX10,Train,0,0.94659918583222
NDRG3,Train,0,0.9265171882972272
CD52,Train,0,0.9465445081386991
CASC4,Train,1,0.30591266350754154
AC012636.1,Train,0,0.9480122947821218
AC008534.1,Train,0,0.9466547574395929
RGS2,Train,0,0.9444653731762057
AP001150.1,Train,0,0.9466243295168524
AC008608.2,Train,0,0.9475932040693218
DHX30,Train,0,0.874923464875045
ATAD2,Train,0,0.9418301606571126
AC136475.9,Train,0,0.9466797651762903
CCDC106,Train,0,0.9474878823833416
PTGES3L,Train,0,0.9471939464664133
SDC1,Train,0,0.9294176520763262
AC007066.2,Train,0,0.948142684732549
MAD1L1,Train,0,0.7942654386675303
LINC01146,Train,0,0.947908787100233
PANK2,Train,0,0.8813808244828488
AC084782.2,Train,0,0.9477157147109261
RILPL1,Train,0,0.8243878314661176
KRT75,Train,0,0.9464750388222384
CTPS2,Train,0,0.8249857309944068
MIR155HG,Train,0,0.9479755802685894
SPDYE1,Train,0,0.943792559727994
TIGD4,Train,0,0.9476356425099175
FFAR4,Train,0,0.9470209056314768
AP001625.2,Train,0,0.9469849821862943
AC092301.1,Train,0,0.9479902607827954
PGLYRP1,Train,0,0.947150131044449
UNK,Train,0,0.7835286555339366
SUGCT,Train,1,0.4381899086465046
KIAA1324L,Train,0,0.9141595916943064
COX7A1,Train,0,0.9479560111054391
SPDYE17,Train,0,0.9465780180041056
AC011416.4,Train,0,0.9473985887547223
AL161725.2,Train,0,0.9475585106563547
GOLGA7,Train,0,0.9403864684269028
TRPV6,Train,0,0.9460530735298234
MPV17,Train,0,0.9372355682590973
LRRTM3,Train,0,0.94758190964344
LRRC37B,Train,0,0.9235471099963392
AL390198.1,Train,0,0.934204799104112
AL022238.3,Train,0,0.9463913684542794
AL033530.1,Train,0,0.9476506909315914
TEDC1,Train,0,0.9481605044076475
AC093330.1,Train,0,0.9468676123974609
AC138625.1,Train,0,0.9464548448504447
ADCK1,Train,0,0.9322103743455923
OSGEP,Train,0,0.9314099098976077
EGLN1,Train,0,0.5667259618962859
GINS4,Train,0,0.9474686554376086
VPS8,Train,0,0.28947916620557373
CKS2,Train,0,0.9473526823759435
AC015802.4,Train,0,0.9474430558354558
AC012433.2,Train,0,0.9463857359319712
PIAS4,Train,0,0.9379067818073741
C3orf18,Train,0,0.9479716049783632
AL627171.2,Train,0,0.9471044157323862
RORB,Train,0,0.9427995541749817
CPED1,Train,0,0.8523532709458794
AC007406.5,Train,0,0.947935650247787
AC010735.2,Train,0,0.9477243251324832
AC113355.1,Train,0,0.9463788046300717
TFE3,Train,0,0.9300966571321847
MRPL51,Train,0,0.9478006087767596
FAAP24,Train,0,0.9476778826112406
AL021396.1,Train,0,0.946457603244041
AP000926.2,Train,0,0.9475807623330365
TPTE2,Train,0,0.9479755098264244
BFSP1,Train,0,0.9475695512173837
ZNF668,Train,0,0.9481691411366134
STX7,Train,0,0.5029933474178488
LAD1,Train,0,0.9470688385127726
DDX41,Train,0,0.9477027148704785
AL512380.2,Train,0,0.9468496217347643
GFPT2,Train,0,0.903172986923103
TMEM116,Train,0,0.7908832931960063
TSPAN10,Train,0,0.9478780602315177
TSNARE1,Train,0,0.8873543962826242
VILL,Train,0,0.9478718787881537
CDK13,Train,1,0.45875334018737624
AL391987.3,Train,0,0.9467580270705861
DYRK2,Train,0,0.9332982217604409
RNF168,Train,0,0.8656700886040575
AC108868.1,Train,0,0.9464406698729386
VSIG8,Train,0,0.9476747219501177
ANKRD54,Train,0,0.9432238527526797
XIAP,Train,0,0.6526481379881294
DGCR6,Train,0,0.9474888518088204
CITED2,Train,0,0.9394152505724114
AKAP1,Train,0,0.889574268599991
ARAF,Train,0,0.9325009258301635
HBG2,Train,0,0.9471184564807241
AC005009.2,Train,0,0.9481307285164383
AC114930.1,Train,0,0.9480726311286986
AC026495.2,Train,0,0.9477122207765704
GABBR1,Train,0,0.8114644742878351
CLCN3,Train,0,0.6308038870110255
CD79B,Train,0,0.9470906729683662
OST4,Train,0,0.9467046999497303
VWA7,Train,0,0.9479222849332117
NR0B2,Train,0,0.9468481492946739
FAM66B,Train,0,0.9465757566915817
SNRK-AS1,Train,0,0.9462758187188514
TBX21,Train,0,0.9468285202753073
AL031073.2,Train,0,0.8769532530881352
TP53TG1,Train,0,0.947530219910892
RPL41,Train,0,0.8384316854131625
AC025449.2,Train,0,0.9474680064759371
CNBP,Train,0,0.891290625441202
AL136096.1,Train,0,0.9463820765483876
AL513548.4,Train,0,0.9480910164991989
KXD1,Train,0,0.9415996739269463
RGS19,Train,0,0.9474069135070148
LINC01429,Train,0,0.9480907523764853
SMPDL3B,Train,0,0.9474056713885144
VEZT,Train,0,0.12737857319427548
AC002553.1,Train,0,0.9480996523115202
AC008280.3,Train,0,0.947841874129865
PRKN,Train,1,0.39087699071708015
SLC35B1,Train,0,0.9455824672026392
DAB2IP,Train,0,0.7420144961896769
GTF2H3,Train,0,0.9294677595576739
SHROOM3,Train,1,0.4423739700549432
AC243773.2,Train,0,0.9463613017172727
WBP2NL,Train,0,0.8704459932089308
AL392023.2,Train,0,0.9480562562106195
ARHGEF33,Train,0,0.9476493452528607
S100PBP,Train,0,0.7933420602680255
AC015712.7,Train,0,0.9463625747950691
C1GALT1C1L,Train,0,0.9465906310579802
SLC41A2,Train,0,0.7652572207937145
MESTIT1,Train,0,0.9465743207508795
AC104370.1,Train,0,0.9465318919527628
NDUFV2,Train,0,0.8534171529965897
LINC02215,Train,0,0.9463816198266826
PCBD1,Train,0,0.9457041827399897
AL360015.1,Train,0,0.9480931373792842
ZNF804B,Train,0,0.28265538689212344
GATA6-AS1,Train,0,0.9475766784233008
RAD51AP1,Train,0,0.9479668514390486
PHACTR4,Train,1,0.46603564004860154
LINC00957,Train,0,0.9476451143250048
SNCG,Train,0,0.9481121586287063
ASTL,Train,0,0.9466758962817827
FCHSD1,Train,0,0.9477632645279628
POLDIP2,Train,0,0.9425371064936112
AL356807.1,Train,0,0.9467584613513957
AC106779.1,Train,0,0.9477610443886615
AC009336.1,Train,0,0.9466917381754978
ANGPTL7,Train,0,0.9479112558268492
GRID2IP,Train,0,0.9471073709960903
EHD2,Train,0,0.9404194714958422
CCDC82,Train,0,0.87622692249433
TAF4B,Train,0,0.883809994316444
GTPBP1,Train,0,0.9346561268915471
LINC00339,Train,0,0.9476901539450409
AP2A1,Train,0,0.8906469853135963
PGR-AS1,Train,0,0.946584886823921
AP002851.1,Train,0,0.9480562315018253
PITX2,Train,0,0.9468863625749944
PSTK,Train,0,0.9429537482524286
AC012533.1,Train,0,0.947817622248372
CWH43,Train,0,0.9405149043361068
CMAS,Train,0,0.9354804121468376
GLE1,Train,0,0.9183416125715741
AC114737.1,Train,0,0.947245745693192
PTPRD,Train,1,0.33096907611885995
C9,Train,0,0.9429571376932675
AC004264.1,Train,0,0.9460869491741741
MPG,Train,0,0.9449371928651039
MRPL20-AS1,Train,0,0.9480665345466791
C8orf37,Train,0,0.9473870605653809
CHRNG,Train,0,0.9470103994476033
AC132872.3,Train,0,0.947014026549891
ZNF213-AS1,Train,0,0.9387256170632219
GSDME,Train,0,0.9424332337751855
USP4,Train,0,0.7608498203254644
AC104051.1,Train,0,0.9467885612373731
MAGI2-AS1,Train,0,0.9467778548857326
GAN,Train,0,0.9082631844998814
LINC01758,Train,0,0.9464790626827209
CEP44,Train,0,0.8851262866593923
GP1BB,Train,0,0.9481456395161479
TMEM255A,Train,0,0.9481894256499533
AC078845.1,Train,0,0.9476214032736291
PTPRU,Train,0,0.943031137553691
AC025871.1,Train,0,0.9473400676884264
AC055874.1,Train,0,0.9470594614083442
SAMD5,Train,1,0.15561467367651965
RAD54B,Train,0,0.9481762571807052
LINGO1-AS1,Train,0,0.9463497678004195
KLHL13,Train,1,0.31727597749543207
AC243571.1,Train,0,0.9465223829454671
AL121721.1,Train,0,0.946875564206622
ZCCHC2,Train,0,0.8068206671418164
COPZ2,Train,0,0.9481189660851713
AL022313.2,Train,0,0.9468953926475796
FBXO41,Train,0,0.94732117450118
RPS9,Train,0,0.9049989391771939
PRTFDC1,Train,0,0.9378939254941709
MUC17,Train,0,0.9465733553170421
PRDM16-DT,Train,0,0.8678621965660616
AC092117.1,Train,0,0.9472058908964066
LINC02461,Train,0,0.9470739763215351
AC015660.1,Train,0,0.9468437166299152
KIAA1549L,Train,0,0.9457103551984093
HOXC6,Train,0,0.9117843065130554
LINC00616,Train,0,0.946649382575562
TOB2,Train,0,0.8895222686740876
KCNK12,Train,0,0.9478555279536672
AC009269.4,Train,0,0.9467270426434091
SELENOS,Train,0,0.9343054396977691
HIST1H1A,Train,0,0.9463881813649981
AC005692.1,Train,0,0.946363635621705
KCNN4,Train,0,0.9479641739599929
AC022467.1,Train,0,0.9464941958773109
NREP,Train,0,0.7679062844309549
GARS-DT,Train,0,0.5008800492655014
AC114271.1,Train,0,0.9464955590649324
COL14A1,Train,0,0.8611703250632343
CCDC189,Train,0,0.9481601863743567
LINC02759,Train,0,0.9473006200471997
GOLGA7B,Train,0,0.9468876573917001
LINC01362,Train,0,0.9456991853914111
LINC02101,Train,0,0.9464675794690898
SLC38A3,Train,0,0.9476709060286751
FAM110A,Train,0,0.9480773196032677
ART5,Train,0,0.9468554647331568
UCP3,Train,0,0.9480806035709664
SLC9C1,Train,0,0.9009544736023826
SLC20A2,Train,1,0.42024094118004846
AC073174.1,Train,0,0.9389170361468557
EIF3L,Train,0,0.8995728389863603
AC019127.1,Train,0,0.9473337003714364
LINC02062,Train,0,0.8879689971530514
AC090578.1,Train,0,0.9431321512488039
MINAR1,Train,0,0.9477984197665138
EXOSC2,Train,0,0.9469541292125804
CHD5,Train,0,0.9469562888315228
GUCY1B1,Train,0,0.9035801521310719
VEGFD,Train,0,0.9476717222829998
PCDHGA11,Train,0,0.9477376570453753
MESP1,Train,0,0.9472840664275461
AL731574.1,Train,0,0.9464841680249596
NNT,Train,0,0.537751662633645
NWD1,Train,0,0.946548695108329
C5orf38,Train,0,0.9467495717559897
ZBED5-AS1,Train,0,0.9385215560913341
DDX23,Train,0,0.9331607775849231
PTPN2,Train,0,0.5694155693372643
AC104806.2,Train,0,0.9126615918734126
ERLIN1,Train,0,0.9288028452788295
PNMA5,Train,0,0.9463852805664907
PGRMC2,Train,0,0.9068724506084476
SBF2,Train,1,0.43394731751490295
AL078612.1,Train,0,0.9468182499099195
PTPN12,Train,1,-0.07762580290486858
AC015712.1,Train,0,0.9478902807139421
AC012557.1,Train,0,0.9464758463307095
MADD,Train,0,0.9123048592129936
AC092053.4,Train,0,0.946784272284929
AL365181.3,Train,0,0.9466430067930894
AC007100.1,Train,0,0.9461945445321708
PTCHD1,Train,0,0.9479072249034161
PEX11A,Train,0,0.9461955139801703
COPRS,Train,0,0.945422785306151
SEMA6A-AS2,Train,0,0.9480650329496105
NTNG2,Train,0,0.9477044746789898
CYB5R4,Train,0,0.8600223715057213
GRIA1,Train,0,0.9481180766136781
ZNF512,Train,0,0.834819408619053
MUC20,Train,0,0.7607894158912276
ADO,Train,0,0.9481381162116301
CACNG6,Train,0,0.946579977353444
POMGNT2,Train,0,0.9480242581857918
BTG1,Train,0,0.9262462375825783
POP7,Train,0,0.9480613192708421
AP005059.1,Train,0,0.9478331731429155
AL031602.2,Train,0,0.9481432924105657
SLC35D2,Train,0,0.8753129311392225
CALHM2,Train,0,0.9475239544053581
AC006213.7,Train,0,0.9464817097936975
MIR181A2HG,Train,0,0.8967549552461197
PLEKHG4,Train,0,0.9472732374179349
RSF1,Train,1,0.07711279531907382
COQ10B,Train,0,0.9371296723207239
SOX9-AS1,Train,0,0.9371063685670121
APOL1,Train,0,0.9409907368007252
AL353600.1,Train,0,0.946681098901132
AC130415.1,Train,0,0.9466768154177128
LINC01525,Train,0,0.9472166486605936
TALDO1,Train,0,0.9389249214815832
TNRC6C-AS1,Train,0,0.9479830384142788
PPARD,Train,0,0.7489917867428914
TRIM66,Train,0,0.8264221222533062
EAF1,Train,0,0.9460817473105602
NBPF12,Train,0,0.8741103354363479
ATP2C1,Train,0,0.37198005285328617
AL513166.1,Train,0,0.8746867897073315
NUP85,Train,0,0.9047352348508418
AC138089.1,Train,0,0.9464061731080876
MRPL15,Train,0,0.9437188174072514
LINC01926,Train,0,0.9465170081866395
TRPC4,Train,0,0.9384793201024667
EPHA8,Train,0,0.9463786486645412
AC096759.1,Train,0,0.9468502852355856
AP1AR,Train,0,0.9021242428543856
POPDC2,Train,0,0.9480607747696439
AL162388.2,Train,0,0.9470914573240811
LINC02302,Train,0,0.9469643645886872
AC126468.1,Train,0,0.9464142387648412
RIPK3,Train,0,0.9477834692024188
RAB40B,Train,0,0.9083121592990719
MRM2,Train,0,0.9479504774705891
AC079768.2,Train,0,0.9464036893571863
CYP4V2,Train,0,0.879263673696938
TMEM86A,Train,0,0.9476109768745171
AC116049.2,Train,0,0.9365259482954604
FAM53C,Train,0,0.9461802358636534
CYP51A1-AS1,Train,0,0.9476242758847795
EIF4G3,Train,1,0.4920857277628426
CDKL2,Train,0,0.8792416706402071
AC091196.1,Train,0,0.9468209930654992
SMAP1,Train,0,0.2189665278832834
LINC02143,Train,0,0.9473143431665564
BX640514.2,Train,0,0.9470242247808122
IFIT1B,Train,0,0.9467481860591976
AC087612.1,Train,0,0.9465003018882974
LDLRAD2,Train,0,0.9473743812673882
AGAP1-IT1,Train,0,0.9468597307855247
LIN52,Train,0,0.4022602779207298
NCOA3,Train,1,0.006607800997065318
LRRC74A,Train,0,0.9470965973108184
PRKACB,Train,0,0.5544568028032223
RMND5A,Train,0,0.9231938265150914
LINC02023,Train,0,0.9463722240307297
NUDT13,Train,0,0.9457382376043049
TUBB8,Train,0,0.9471073197657603
TCEA1,Train,0,0.8000562966999236
AC012405.1,Train,0,0.9470000667472187
LINC02512,Train,0,0.9446600671964829
CDS1,Train,0,0.845151689225109
AC007496.2,Train,0,0.946567063342619
AC007384.1,Train,0,0.9399396359667063
ZNF891,Train,0,0.905195791110916
AC018553.1,Train,0,0.9465374510567256
AC009166.3,Train,0,0.9466806212104341
WAS,Train,0,0.9481272446476611
CACUL1,Train,0,0.5847652677956734
AL031118.1,Train,0,0.9466244819719712
AC008443.1,Train,0,0.915270153437769
SYPL1,Train,0,0.9184695039914468
HPRT1,Train,0,0.8294369095038032
SURF4,Train,0,0.9227510245996865
NPIPB15,Train,0,0.9313787143461502
USHBP1,Train,0,0.9419988741779723
OSBPL7,Train,0,0.945926203198486
ADAP1,Train,0,0.9395155740164356
N4BP2L2-IT2,Train,0,0.9405872094722054
AC015943.1,Train,0,0.9397248516202209
LYRM7,Train,0,0.9353511954403023
TIMM29,Train,0,0.9458955333136931
HES2,Train,0,0.9478297290470409
FIGNL2,Train,0,0.9258910874430368
AL009178.3,Train,0,0.9479602347816041
LRRC69,Train,0,0.9016830189013821
STEAP3-AS1,Train,0,0.9477300184877699
BCAR1,Train,0,0.8537011964967982
VSTM2A,Train,0,0.9466368379448916
CEACAM4,Train,0,0.9465125343277879
MEG8,Train,0,0.7389738132374297
SLC7A5,Train,0,0.9404305842259375
AC090114.2,Train,0,0.9468758480077608
ZFYVE27,Train,0,0.9278921755544924
KPNA3,Train,0,0.6597799827237816
AC096586.1,Train,0,0.9468975225665985
LRRD1,Train,0,0.9481861168874685
CHRM3-AS1,Train,0,0.9471110200067162
MGMT,Train,0,0.29895149736728116
LINC01768,Train,0,0.9475645765943124
MSRB1,Train,0,0.9480957255116539
LINC00494,Train,0,0.9476041978726575
AC104461.1,Train,0,0.9470482230498133
ZNF696,Train,0,0.9479612349857285
DCAF12L1,Train,0,0.9471898325678222
TEDDM1,Train,0,0.9463786315295187
AP001610.2,Train,0,0.9472138635050654
AC245100.6,Train,0,0.9473999595445617
FBXL19,Train,0,0.9236651724970852
AC121320.1,Train,0,0.9473155011423326
AC100858.3,Train,0,0.9473762273002885
CD40,Train,0,0.9422616049096103
AL135818.1,Train,0,0.9476445672490704
AP000696.1,Train,0,0.9462862011870793
ATP6V0C,Train,0,0.8256356195206292
PDCD6IP,Train,0,0.45011369938258383
AL356737.2,Train,0,0.9293868150396819
ETV1,Train,0,0.9375965730381953
PFDN4,Train,0,0.9476143755975602
OGDHL,Train,0,0.7940992480797727
CCDC8,Train,0,0.9469394270253478
LINC01873,Train,0,0.9477305412588996
SCN2B,Train,0,0.9467456805028421
SLC5A4-AS1,Train,0,0.9447451303287926
MAGI3,Train,1,0.4488524937935285
TMCC1,Train,1,0.5229619594639028
AC087854.1,Train,0,0.9246147955003194
AC079148.1,Train,0,0.9470370981640425
AC006062.1,Train,0,0.9467683414969404
AC084082.1,Train,0,0.9468440791628824
AC005993.1,Train,0,0.9473270766756149
