,PC1,PC2
Z99774.1,0.02969734650023748,-0.037854002367538706
PMS1,36.57198924152721,-12.729379076192252
PRADC1,0.8575805404047954,-0.10324896027332336
AC023137.1,0.05557338640941216,-0.10668206945331613
TIMM13,5.1550400284558275,-1.2543059301608883
FNDC4,0.8546553854863163,-0.1823070769368882
AC109454.2,2.1852864185393153,-1.3704564683710125
AC104411.1,0.5472360453623918,-0.19250183571365123
PIEZO1,27.578060537906712,-15.384646671974783
AURKB,0.20314218402054782,-0.15433573079112226
SHH,2.8936492274980203,-2.3118061339028193
ATP5MPL,10.964119698891965,-1.7527011187348276
CACNA2D4,0.8178500741164456,-0.5321160594283539
C1orf143,0.5396223886087342,-0.47024784451241647
TRMT2A,5.129510226463871,-2.7580952340467086
DMRT2,8.026889328925293,1.1261761822896623
AC244517.5,0.1666144146712233,0.01149984047934127
CPS1,17.185629777481637,7.077503616518672
CCL25,0.04507821692624621,-0.019383223358251985
TCIRG1,8.520321600116658,-4.5892030589102175
RGPD5,6.791719697655161,-0.9394111543250641
GNAZ,2.3663663481282007,-1.2649764052900347
LPXN,29.986743428303487,-7.7281313745184645
AC095050.1,0.5174295227877659,-0.2433583461073661
ADAMTS12,18.41512055534212,-20.882696805439593
CYP17A1,0.5249934086492608,-0.2442420849190738
COL3A1,31.66387723901167,-25.835617910692413
AC130371.2,0.45208090646841537,-0.1028100800938462
KLHL3,58.374183578780475,24.295810083098516
AP000866.2,1.666762846329527,-0.5977624707294471
WDR44,58.42743165570522,-23.800406724803317
MAPK10,594.1760483555036,-168.75474763322373
AL158166.2,0.21926621921329376,-0.3306531677822313
AL352979.4,0.11506467193378618,-0.013908624328499203
AL353748.3,1.561815929729712,-0.5243364406308314
AL031663.2,0.02481393292545927,-0.007105203964464043
FAM216A,3.7615611180253814,-2.018566176434095
TRIB1,21.154876491438827,-9.301630260351013
MED8,3.846713287510822,-1.441218841972193
RBM17,56.965972138722385,-24.456770779379607
VWDE,5.23730085176162,0.7293946953975667
KIAA1257,6.7167061304369104,-2.2730135379086285
FAM189A2,15.459738308359738,-2.1578130580202166
C2CD4A,0.5279175224534706,-0.03252167843570536
LINC02728,1.627904004923939,-0.6490661992087327
AL355531.1,0.14270567040275517,-0.16684574464013696
C9orf64,4.276345763889014,-2.1431539178007286
C15orf48,3.4817134167871986,-0.32600929113690874
AC087292.1,0.026194891903163976,-0.006564846077733156
LINC02804,1.4382267959614288,-0.5875225305237023
C1orf122,3.472888378770791,-1.2160709025316474
CCL14,1.7539073920347266,-1.1788917897857387
GMEB2,13.674633149790246,-6.034640720089627
LINC02362,2.759354278610079,-0.9560543741544857
SERTAD1,0.9689349698850325,-0.19419795116727936
MEF2B,21.228742788296582,-10.808736033905051
PAQR8,1.4615504383445908,-0.3106541431550166
MRPL46,2.968230669900297,-0.545147485090658
ARCN1,14.151513246972371,-3.341679452579083
RGPD4-AS1,0.04501705781809953,0.0011248955100064244
MRVI1,16.76746279192916,-9.697176322313256
CDCA2,0.3423868611999588,-0.1275864473690734
AC069234.5,0.008706140097659786,0.000790177158087752
AC105285.1,5.203785913403205,-2.117850868085292
VPS13A,193.7735358811561,-107.80710089268585
WAKMAR2,3.037970938854934,-1.910672752196454
RFX4,1.0665773773482508,-0.05945078229297562
AC116428.1,1.3619084371179286,-0.6449419148208062
COX6A1,7.458927691472448,-1.9074682215615564
AC007655.2,0.9595861419957211,0.11055273993651106
DNM1L,79.80694066140545,-11.66336172696978
MTOR,54.23763586562788,-12.499493735260073
DCAF7,54.096628119491896,-20.00688620147302
GPR180,11.85410618559183,-5.437779383234286
LINC01687,2.5593269518824777,-0.8468863510752196
CCDC93,62.911424098846354,-22.92211091864059
GTF2A2,6.844212356132829,-2.3078570712451123
IFITM2,5.942562654750908,-2.9180293348435753
TWIST1,1.289973083263084,-0.9676882332774567
AKAP9,310.5424411083002,-59.54157305055204
PYGO1,8.888372098110173,-2.4708915181856987
MORC3,62.56301364568992,-24.12575334513018
FAH,8.602665417301841,-4.999042388700734
EFEMP1,38.54273540293752,-15.687530851072449
PPIG,130.7453316761583,-39.89453351754826
AC008124.1,8.646855821818486,0.03130283012904776
AC104803.1,0.020237541397232862,-0.014145779962674035
KRT17,4.111938968676709,-1.8312027307842673
AC026356.1,3.4715949858566004,-2.2584536354456106
GTF3C1,30.70035232457469,-12.709593079566288
ZNF300,6.123545498847317,-3.85124318471736
ZNF345,31.086567681944288,-4.51805260705921
AC020900.1,0.1059479997490628,-0.07761290202219652
FMO1,17.785196948865845,-22.09837737033601
JTB,7.794472838839379,-1.9093295427652448
APBB1,10.610475558050739,-3.2633957641826146
MRPL50,3.737926817304018,-1.0741495878678335
AC022075.1,5.778573521451561,-5.971632444796714
TRMT44,16.33791833094407,-3.736480753694181
CHROMR,10.7541375089068,-7.462116188077017
LINC01068,0.5722065772543949,-0.04983588204339395
AKR7A3,2.446875004936113,-1.068745790121182
SLC39A5,11.011935102266188,-7.5215308051717376
AL136295.6,0.3982968772908842,-0.020951488853418968
WFDC5,0.11562081025106419,-0.009800178343939581
MZF1,35.92326706455378,-11.658307421537497
DPY19L2,76.56504691666387,-1.7391481772044115
AP004550.1,2.3409058500149396,-1.1651688624963579
AC015660.3,0.16529219062264655,-0.14433395766203616
RPS27,14.153718333289309,-5.25319456153623
RPAIN,20.261515079798304,-4.899621664908535
AP001107.2,0.04811053102140155,0.0074438527118423446
AC096577.1,268.60834905397394,-172.46633483100234
AC018410.1,0.16132781184029565,-0.001686509364968017
ENG,28.154279303388762,-19.24021142999513
PCMT1,29.84101280604074,-10.358081141042375
AL136361.1,0.04985199642301226,-0.05620180867797278
RARA,9.578216993287075,-5.936309982821612
AF130417.1,1.1100606874525627,0.29165719617067587
RSL24D1,6.97017440404104,-2.0157891470978444
OR2T35,0.4503441004290686,-0.4230797252247626
DDX6,64.61167333732989,-19.251805555341274
HSPE1,6.370221346176516,-1.1922715938653672
PRXL2B,2.9338622255413176,-0.8689944508830614
BX323043.1,0.32112537159494037,-0.44158520651748395
SLC25A21,28.419617215284156,-22.320476979474343
ATL1,14.75993568553848,-5.279539991826371
AC068196.1,0.11028761979424813,0.020090646085630316
ADORA2A-AS1,15.248464228651224,-12.441881061247305
IQCG,16.47949184530101,-6.240371511124796
AC008080.3,0.4488901054911749,-0.05565002718964841
LINC01477,0.020403408369723975,0.004559154708938377
LINC00934,0.2646547593735008,0.11146830359059565
AL138999.1,0.014420338893974653,0.007283567864477455
ZNF134,4.1129222870183,-0.9164215307548658
AC007336.1,2.376883612128939,-0.6627087097559473
CCNQ,0.9835390764535933,0.03896058120910738
G3BP2,41.24873140665087,-16.728009382669498
CNTNAP1,3.7225438326731832,-1.7338554357012974
JAM3,21.79403801465867,-9.80493556874342
AC004593.2,0.27549017446492713,-0.1964998787632831
MIR29B2CHG,103.2341397376153,-7.3511186832132305
RTP3,0.019396328714863197,-0.006233158409170898
AC007292.3,1.9813917128513538,-0.8009758489815155
AP001160.2,0.19601651452455748,-0.029926978077582714
MYO7A,6.040918275575458,-3.380926368191266
DARS,80.99361098726887,-29.971032518709443
NUCB1-AS1,5.152198320091964,-2.8841740501498814
H2AFY2,21.02942996938022,-5.725524300328761
LINC02805,0.21759481055469695,-0.1226613077899024
CKAP4,10.69262099761453,-6.50042595821434
PPA1,30.4022286608108,-23.200884734340463
SNHG26,2.6607412234774115,-2.801075455462414
AC090772.1,0.7199231028464437,-0.43112678534678306
AL031674.1,0.019608728965321214,-0.013615650927929877
SDC3,7.6557365304832565,-4.347572225390055
RNF112,0.41996914585994594,-0.27238293877178005
LTN1,58.520348752363276,-14.065874979412422
APOBEC2,1.337371090640901,-0.12424847010737852
AFF4,194.04054563728602,-87.86399725988862
IFI27L1,5.790743604083187,-3.426377384789745
METTL17,11.513681183385064,-5.240838682183347
LINC02378,0.05820334468128069,-0.009687507371367634
ATG4C,32.51383161726442,-8.844697544251032
ELOVL2-AS1,0.19793306717872938,-0.14192399463099087
BX005266.2,0.04398131888926063,-0.05122967645627729
MAIP1,9.204734942330905,-1.8839902608123997
AC046158.1,4.267991696217408,-1.6287774367469139
CCT6B,6.985831902242232,-1.2203395880536911
AC099521.1,0.09340225442796739,-0.09910614718141492
SCN2A,291.02399195644466,70.10616484077944
AC098679.5,0.12723500540116314,-0.03719102413609328
AC016573.1,0.007573925462278061,-0.001645180841911306
LINC02163,0.47014864865816336,-0.30936046204069567
CD69,2.370216053965481,-1.8924799849011171
SIGIRR,17.215832785351285,-7.8947426387104205
LACC1,4.176875766772264,-2.338199659992389
PRSS57,0.009233818364678365,-0.005030700266027338
TTC39A-AS1,1.2027963925026357,-0.6456024363377871
PDE11A,11.091223906046968,-8.211662440657895
DACH2,13.680320088335327,-3.3779948838963914
PKNOX1,36.4575325254673,-11.707070364864817
AP005203.1,0.45262575053940274,-0.18335406729685957
TP53I13,14.74284847408003,-8.107841678083481
CAPN2,58.72112747088935,-8.384804749823994
SLC26A3,4.427779525847029,-1.5709810927810957
AC006296.2,0.011226912716808923,0.007954547946578894
AC009495.2,0.03283414925203247,-0.04635081960382715
TRPM8,0.6746994208954495,-0.6946356410437191
TXNRD1,46.88436355131562,-27.370474303959767
AP002381.2,3.2663629697147814,-0.42173879853095286
XIST,535.0849278466815,-314.9822717134527
PCBP1-AS1,66.7889251109161,-26.920188695134275
ATP2B3,0.5545073217605275,-0.18605150798985148
FKBP1A,20.914717539572884,-11.005322650968399
AC002519.1,0.23869101756262573,0.011706300067538287
ZNF845,3.4831611776100178,-0.7662338485117817
AC009495.3,0.6110407636054337,-0.021869639816202553
AC051619.7,0.02261961341025354,0.007613776487945334
AC004477.3,0.09667885495073346,-0.056421084559612915
AFAP1L1,11.03237654790969,-9.72726689369427
AC006148.2,0.08370767688710386,-0.08629148889915514
PACSIN3,1.375067009474824,-1.085794237468159
ASTN2-AS1,4.3141971038607085,-1.4436870398881938
VSTM2A-OT1,0.023852330416168504,-0.025655441328130822
HHAT,51.432200135011975,-19.197317154371806
RPUSD2,1.4050226181977161,-0.28560979767137806
AC104794.2,0.19084813344419624,0.008277812016442225
AC012555.2,0.04697189522569518,-0.09401026923585618
NXT1,0.4878906362755461,-0.081667979551296
CGN,15.37151931489905,0.12796132149831124
ADGRF2,0.05289202514520815,-0.06817962705774296
AC079142.1,161.22561410494794,-39.35735981229174
ANKRD36,105.06897920440262,-45.11933642135817
C7orf77,0.015253787742981821,0.0014592404126588122
MLLT3,218.75919030386086,-56.92443129975912
AC011365.1,0.20544560195066264,-0.2442208686457106
AC112219.2,0.017761058353442785,-0.015577790239050185
PF4V1,0.1280270453088559,-0.13752938264253994
MAGEC3,0.8143209279508251,-0.12174163961920352
AC068616.2,0.025765078128070124,0.012368421250404906
AL390755.1,0.3529639655687279,-0.10442081548541172
BRICD5,2.8720287394222552,-0.15927125496731354
PLCE1-AS2,0.36551263978581316,-0.3369487975639356
DOCK1,338.8882600762709,-97.56109817802721
HAGHL,4.544561793228062,0.20467432531576615
CHMP1A,18.13089117664401,-10.18174212026067
DYNLT3,8.010492522367251,-3.8629654724185882
ADIPOQ,0.2521291168926206,0.11146249898602706
OR8A1,0.052963032489979155,-0.01642401227946373
IFT27,8.077826573840289,-2.741293557256693
LINC02506,5.118083900845211,0.3211895554348747
MACROD1,31.635641251280667,-11.788322143448072
SMIM24,5.9040560749654345,-4.14512456201132
GGT6,4.936733807838424,-0.1339484813780182
ALPK2,81.22081436844243,-135.85736770367438
AMELY,0.09469298110516908,0.04121117825508664
USP5,5.667301112812107,-3.2512287746432187
ZFAND3,630.366766854062,-247.61922230950574
LRRC71,0.09893805175988345,-0.08541534713543955
POLR1D,20.554947633920804,-8.118501330650957
KATNAL2,47.92904115243244,4.10445497903229
C4orf47,13.835194616049453,-1.49637287026505
CACNG2,0.3216395959433295,-0.18709002157652227
SLC37A4,9.168470226667132,-6.895362475098611
ADAMTS16,76.5906839299268,-27.437060089828744
PLXNA2,60.33090308346855,-40.942660085679684
AC005550.2,0.03605375367486921,-0.018360771081054838
AL023284.4,1.456545219783308,-0.5502421137865072
FER1L6,15.729598614987907,-5.4003686877266395
AC093535.1,18.77447667993487,-3.1103981617756555
AP000266.1,0.09850295565115968,-0.05771546727022053
AC092652.3,0.03363781688716873,-0.024599469310710286
AL355073.2,0.9179068456574294,-0.15227545670547663
PEX19,3.6612188222413677,-1.5234094074356126
MIDN,56.57972737996536,-30.84960615742981
AC010680.4,2.21243162022767,-0.6162669161696758
LINC00326,0.17126486367189092,-0.05639667148030602
S1PR1,1.9452430216131287,-1.3797108582502486
B3GNT7,0.39372618560919614,-0.3221147063756509
SNRNP48,16.789189113081584,-3.9027120596907254
LINC01780,2.1211709438522965,-1.4020534456053104
PHEX-AS1,0.329391289347191,0.08281154432349581
C14orf28,2.964410501258548,-1.1911034011856092
INHBC,0.20565766322561532,-0.10329370501959374
PLIN5,48.34292529639408,-1.277090856013717
BFAR,16.77684133788541,-6.676704734597037
C19orf81,0.4671738574955419,-0.3813102121606871
AC105213.1,0.08772834444213973,-0.018518336359768652
AC105180.2,3.8402306052840176,-1.0680905894481858
SMIM10,0.3565830921067877,-0.27130211376878705
AC131159.1,0.01230333346190623,0.0042926380715237
CCDC9,9.735465473528611,-4.817966411275869
BCAM,42.878786205787456,-15.075510206087543
FAM72D,0.19846195650919132,-0.06239740955728398
NCAPD2,13.822449268107889,-5.860234782442553
AC025810.1,17.558984943186715,-14.82706381876934
NME9,7.2431351889248985,-3.0724809745201567
DMXL2,107.6654086794278,-55.87903643719554
AL445309.1,0.09040600313664426,0.013263163334202898
SNRPD3,7.5054170657471655,-3.2375752366158546
Z99127.4,0.5082435460397497,0.06024721233216533
BARX2,34.682311054655464,4.944341953208693
HPCAL4,1.9100660273108763,0.7742753327548146
HECW2-AS1,0.023513703068122824,-0.017424175773511373
AC240274.1,5.408804197682528,-2.5607463080975363
KIF26A,0.8759884179607836,-0.03751507387112794
MALINC1,1.6088075829049564,-0.7785964863713436
LINC01535,4.270301456778069,1.211180675657572
AC104472.1,0.025988091005016804,0.01068420883374902
MEGF10,0.19936930737555988,-0.01847410296467723
ITGA10,2.0584938737603258,-0.9986411061868676
EPB41L4A,234.7787659119228,-137.5258648238113
ABCA3,13.0846309339264,-5.722055956040926
TTC25,11.430079085633222,-5.531857609681466
HSPA8,10.086219507844207,-2.220204092405626
AC027237.2,0.8888578818037948,-0.09617694091812293
LINC01967,3.031088780062703,-2.7119394056410187
CPNE5,6.103531049034249,-2.1058040153839612
EMC3,22.126900346711853,-7.478603137328174
AL137186.1,0.05771141227124594,-0.05591474647851836
ACOX2,8.822771762897519,-5.8781396136704815
CFD,0.40365716337954205,-0.04704210012723577
AF230666.2,0.4511457481122052,-0.15807615149646748
TBL1Y,14.160335693129397,3.2364591903399216
OR2A42,0.1789216583568034,-0.09594519720785943
AF111167.1,1.357614279552719,0.19085741231842612
RNLS,64.97130449483035,-19.53112392484332
PPIL3,12.918486803148538,-2.6738839048745398
SOX2,0.05034343326759362,0.002830479833327019
ILRUN,72.00985706545735,-32.17595359545844
AC022140.1,0.04935085730374377,-0.00021544841689530338
LINC02078,0.10894939857811903,-0.10351723323874837
AL391988.1,0.3752542221127856,-0.25423934944711013
RPA4,0.6599165823263542,-0.5217341882376177
FMO3,3.8485764925286,-3.430771814709506
SCIN,170.5417071872532,-12.249078484567978
AC012511.1,0.03418882192910334,-0.03223106230884376
PTS,42.06036454418551,-14.81928105734212
EOGT,13.22490729580017,-7.950289912780703
SNX9,183.05917816828983,-55.981960347705126
HABP4,46.90051502128537,-23.23977161696926
ENTPD1,27.230242445924414,-19.466491737464782
TAF12,15.266498413503287,-5.535539143731266
CACHD1,66.15002924520627,-31.151554068954145
